StockCode,Description,Total_Units_Sold,Total_Revenue,Average_Price,Active_Days,On_Hand_Units,On_Order_Units,Lead_Time_Days,Daily_Demand,Weekly_Demand,Safety_Stock,Reorder_Point,Forecast_8_Week_Demand,Risk_Status,Recommended_Action,Recommended_Order_Qty,Sales_At_Risk,Capital_Locked,Stockout_Score,Overstock_Score
16161U,WRAP SUKI AND FRIENDS,4075,1687.5,0.4198095238095238,105,263,25,18,38.80952380952381,271.6666666666667,54.33333333333334,752.9047619047619,75.0,Overstock,Markdown / Clear,0.0,0.0,78.92419047619047,0.25951557093425603,3.460526315789474
16162L,THE KING GIFT BAG,20,13.0,0.65,8,339,51,10,2.5,17.5,3.5,28.5,0.0,Overstock,Markdown / Clear,0.0,0.0,220.35,0.0,339.0
16162M,THE KING GIFT BAG 25x24x12cm,28,11.76,0.42,7,150,92,13,4.0,28.0,5.6000000000000005,57.6,0.0,Overstock,Markdown / Clear,0.0,0.0,63.0,0.0,150.0
16168M,FUNKY MONKEY GIFT BAG MEDIUM,371,173.12,0.6263888888888889,36,326,149,20,10.305555555555555,72.13888888888889,14.427777777777777,220.5388888888889,14.5,Overstock,Markdown / Clear,0.0,0.0,195.12013888888887,0.03046218487394958,21.032258064516128
16169E,WRAP 50'S  CHRISTMAS,4563,1892.46,0.419578313253012,83,154,20,12,54.975903614457835,384.83132530120486,76.96626506024097,736.677108433735,0.0,Overstock,Markdown / Clear,0.0,0.0,64.61506024096384,0.0,154.0
16169K,WRAP FOLK ART,200,84.0,0.42,8,40,50,15,25.0,175.0,35.0,410.0,0.0,Overstock,Markdown / Clear,0.0,0.0,16.8,0.0,40.0
16169M,WRAP DAISY CARPET ,660,277.2,0.42,25,348,37,19,26.4,184.79999999999998,36.96,538.56,0.0,Overstock,Markdown / Clear,0.0,0.0,146.16,0.0,348.0
16169N,WRAP BLUE RUSSIAN FOLKART,25,10.5,0.42,1,186,19,20,25.0,175.0,35.0,535.0,0.0,Overstock,Markdown / Clear,0.0,0.0,78.11999999999999,0.0,186.0
16169P,WRAP GREEN RUSSIAN FOLKART ,50,21.0,0.42,2,293,156,12,25.0,175.0,35.0,335.0,0.0,Overstock,Markdown / Clear,0.0,0.0,123.06,0.0,293.0
16202A,PASTEL PINK PHOTO ALBUM ,7,3.5,0.5,2,407,178,18,3.5,24.5,4.9,67.9,0.0,Overstock,Markdown / Clear,0.0,0.0,203.5,0.0,407.0
16202B,PASTEL BLUE PHOTO ALBUM ,29,14.5,0.5,2,108,131,7,14.5,101.5,20.3,121.8,0.0,Overstock,Markdown / Clear,0.0,0.0,54.0,0.0,108.0
16202E,BLACK PHOTO ALBUM ,15,7.5,0.5,3,335,54,15,5.0,35.0,7.0,82.0,0.0,Overstock,Markdown / Clear,0.0,0.0,167.5,0.0,335.0
16206B,RED PURSE WITH PINK HEART,7,8.75,1.25,2,33,198,20,3.5,24.5,4.9,74.9,0.0,Overstock,Markdown / Clear,0.0,0.0,41.25,0.0,33.0
16207A,PINK STRAWBERRY HANDBAG ,60,163.1,2.7800000000000002,31,261,91,19,1.935483870967742,13.548387096774194,2.709677419354839,39.483870967741936,0.0,Overstock,Markdown / Clear,0.0,0.0,725.58,0.0,261.0
16207B,PINK HEART RED HANDBAG,29,76.14,2.729375,16,284,27,11,1.8125,12.6875,2.5375,22.475,0.0,Overstock,Markdown / Clear,0.0,0.0,775.1425,0.0,284.0
16216,LETTER SHAPE PENCIL SHARPENER,3333,234.0,0.143375,40,365,3,16,83.325,583.275,116.655,1449.855,105.0,Overstock,Markdown / Clear,0.0,0.0,37.2775,0.2845528455284553,3.443396226415094
16218,CARTOON  PENCIL SHARPENERS,3821,283.31,0.29763636363636364,55,72,149,19,69.47272727272727,486.30909090909086,97.26181818181817,1417.2436363636364,97.5,Healthy,No Action,123.0,0.0,0.0,0.4391891891891892,0.7309644670050761
16219,HOUSE SHAPE PENCIL SHARPENER,3048,407.71999999999997,0.5230452674897119,81,405,75,6,37.629629629629626,263.4074074074074,52.681481481481484,278.4592592592593,6.0,Overstock,Markdown / Clear,0.0,0.0,208.69506172839505,0.012474012474012475,57.857142857142854
16225,RATTLE SNAKE EGGS,813,689.35,1.5221846846846847,74,359,172,20,10.986486486486486,76.9054054054054,15.381081081081081,235.1108108108108,55.5,Overstock,Markdown / Clear,0.0,0.0,461.9830518018018,0.10432330827067669,6.353982300884955
16235,RECYCLED PENCIL WITH RABBIT ERASER,3068,695.4,0.31240677966101693,118,111,66,17,26.0,182.0,36.4,478.4,46.0,Overstock,Markdown / Clear,0.0,0.0,20.3064406779661,0.25842696629213485,2.3617021276595747
16236,KITTY PENCIL ERASERS,1438,320.09,0.30469999999999997,100,386,85,13,14.38,100.66000000000001,20.132000000000005,207.072,25.0,Overstock,Markdown / Clear,0.0,0.0,109.99669999999999,0.05296610169491525,14.846153846153847
16237,SLEEPING CAT ERASERS,4991,1047.93,0.29402111760883687,171,463,193,14,29.18713450292398,204.30994152046785,40.86198830409357,449.4818713450293,219.5,Overstock,Markdown / Clear,0.0,0.0,71.59414213775177,0.3340943683409437,2.0997732426303855
16238,PARTY TIME PENCIL ERASERS,1396,321.67,0.31357744107744107,99,474,161,11,14.1010101010101,98.7070707070707,19.74141414141414,174.85252525252525,34.0,Overstock,Markdown / Clear,0.0,0.0,137.97407407407408,0.05345911949685535,13.542857142857143
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7,7.85,1.225,2,447,90,15,3.5,24.5,4.9,57.4,0.0,Overstock,Markdown / Clear,0.0,0.0,547.575,0.0,447.0
16248B,BLUE HOLE PUNCH,13,16.25,1.25,7,283,182,17,1.8571428571428572,13.0,2.6,34.17142857142857,0.0,Overstock,Markdown / Clear,0.0,0.0,353.75,0.0,283.0
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,40,42.58,1.3088235294117647,17,450,104,17,2.3529411764705883,16.47058823529412,3.2941176470588243,43.294117647058826,0.0,Overstock,Markdown / Clear,0.0,0.0,588.9705882352941,0.0,450.0
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,472,178.97,0.5868954248366013,51,54,0,7,9.254901960784315,64.78431372549021,12.956862745098043,77.74117647058824,82.5,Stockout Risk,Reorder Now,41.0,48.4188725490196,0.0,1.5,0.6467065868263473
16259,PIECE OF CAMO STATIONERY SET,3380,326.56,0.09857142857142856,28,225,71,16,120.71428571428571,845.0,169.0,2100.4285714285716,0.0,Overstock,Markdown / Clear,0.0,0.0,22.178571428571427,0.0,225.0
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,0.29,1,100,86,19,72.0,504.0,100.80000000000001,1468.8,0.0,Overstock,Markdown / Clear,1.0,0.0,28.999999999999996,0.0,100.0
17003,BROCADE RING PURSE ,23020,6025.95,0.3504675324675324,154,439,165,20,149.4805194805195,1046.3636363636365,209.2727272727273,3198.883116883117,203.5,Overstock,Markdown / Clear,0.0,0.0,82.53510389610389,0.33636363636363636,2.1466992665036675
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,24,50.400000000000006,2.1,2,69,5,5,12.0,84.0,16.8,76.8,0.0,Overstock,Markdown / Clear,0.0,0.0,144.9,0.0,69.0
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,81,66.36,1.5728571428571427,7,379,152,4,11.571428571428571,81.0,16.2,62.48571428571428,0.0,Overstock,Markdown / Clear,0.0,0.0,596.1128571428571,0.0,379.0
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,323,375.93,1.934642857142857,56,407,144,3,5.767857142857143,40.375,8.075000000000001,25.378571428571433,5.0,Overstock,Markdown / Clear,0.0,0.0,777.7264285714285,0.009057971014492754,67.83333333333333
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,525,595.8499999999999,1.859391891891892,74,21,60,12,7.094594594594595,49.66216216216216,9.932432432432433,95.06756756756756,1.0,Overstock,Markdown / Clear,0.0,0.0,37.18783783783784,0.012195121951219513,10.5
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,420,481.79999999999995,1.7991044776119403,67,409,11,19,6.268656716417911,43.88059701492538,8.776119402985076,127.88059701492539,10.0,Overstock,Markdown / Clear,0.0,0.0,717.8426865671642,0.023752969121140142,37.18181818181818
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,461,547.24,1.8546999999999998,75,73,5,14,6.1466666666666665,43.026666666666664,8.605333333333332,94.65866666666666,50.0,Healthy,No Action,0.0,0.0,0.0,0.6329113924050633,1.4313725490196079
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,44,62.63999999999999,2.372142857142857,7,125,26,3,6.285714285714286,44.0,8.8,27.65714285714286,0.0,Overstock,Markdown / Clear,0.0,0.0,296.5178571428571,0.0,125.0
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,448,530.6,1.876712962962963,72,279,135,14,6.222222222222222,43.55555555555556,8.711111111111112,95.82222222222222,24.5,Overstock,Markdown / Clear,0.0,0.0,477.62344907407413,0.05903614457831325,10.941176470588236
17013D,ORIGAMI ROSE INCENSE IN TUBE,535,267.82,1.2453846153846153,13,329,123,19,41.15384615384615,288.0769230769231,57.61538461538462,839.5384615384615,0.0,Overstock,Markdown / Clear,0.0,0.0,409.73153846153843,0.0,329.0
17014A,ORIGAMI VANILLA INCENSE CONES,155,71.19,0.9512499999999999,8,496,105,5,19.375,135.625,27.125,124.0,0.0,Overstock,Markdown / Clear,0.0,0.0,471.81999999999994,0.0,496.0
17021,NAMASTE SWAGAT INCENSE,2391,632.34,0.2931818181818182,44,210,192,13,54.34090909090909,380.3863636363636,76.07727272727273,782.509090909091,36.0,Overstock,Markdown / Clear,0.0,0.0,51.013636363636365,0.08933002481389578,5.675675675675675
17028J,INCENSE BAZAAR PEACH,6,2.52,0.42,1,421,184,19,6.0,42.0,8.4,122.4,0.0,Overstock,Markdown / Clear,0.0,0.0,176.82,0.0,421.0
17038,PORCELAIN BUDAH INCENSE HOLDER,1525,158.06,0.42,34,237,92,5,44.85294117647059,313.9705882352941,62.79411764705882,287.05882352941177,3.0,Overstock,Markdown / Clear,0.0,0.0,98.28,0.00909090909090909,59.25
17084A,TRANQUILITY MASALA INCENSE,200,42.0,0.21,7,63,108,10,28.571428571428573,200.0,40.0,325.7142857142857,0.0,Overstock,Markdown / Clear,0.0,0.0,13.229999999999999,0.0,63.0
17084J,LOVE POTION MASALA INCENSE,225,47.25,0.21,8,181,98,6,28.125,196.875,39.375,208.125,0.0,Overstock,Markdown / Clear,0.0,0.0,38.01,0.0,181.0
17084N,FAIRY DREAMS INCENSE ,1264,313.31,0.35548780487804876,82,221,167,9,15.414634146341463,107.90243902439025,21.58048780487805,160.31219512195122,28.5,Overstock,Markdown / Clear,0.0,0.0,68.43140243902438,0.07326478149100257,7.491525423728813
17084P,DRAGONS BLOOD INCENSE,423,104.44,0.34557142857142853,35,465,141,16,12.085714285714285,84.6,16.919999999999998,210.29142857142855,27.0,Overstock,Markdown / Clear,0.0,0.0,151.3602857142857,0.044481054365733116,16.607142857142858
17084R,ASSORTED INCENSE PACK,4032,760.3199999999999,0.2023076923076923,26,289,34,16,155.07692307692307,1085.5384615384614,217.1076923076923,2698.338461538461,72.0,Overstock,Markdown / Clear,0.0,0.0,43.90076923076923,0.2222222222222222,3.958904109589041
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.45,1.17,10,370,175,6,10.9,76.3,15.26,80.66000000000001,0.0,Overstock,Markdown / Clear,0.0,0.0,432.9,0.0,370.0
17090D,VANILLA INCENSE 40 CONES IN TIN,29,36.25,1.25,12,323,83,18,2.4166666666666665,16.916666666666664,3.383333333333333,46.88333333333333,0.0,Overstock,Markdown / Clear,0.0,0.0,403.75,0.0,323.0
17091A,LAVENDER INCENSE IN TIN,171,98.91,0.8150000000000001,20,290,55,3,8.55,59.85000000000001,11.970000000000002,37.620000000000005,0.0,Overstock,Markdown / Clear,0.0,0.0,236.35000000000002,0.0,290.0
17091J,VANILLA INCENSE IN TIN,2084,920.67,0.6806,75,475,176,19,27.786666666666665,194.50666666666666,38.90133333333333,566.848,135.0,Overstock,Markdown / Clear,0.0,0.0,231.404,0.20705521472392638,3.4926470588235294
17096,ASSORTED LAQUERED INCENSE HOLDERS,2545,455.9800000000001,0.30173913043478257,23,481,140,12,110.65217391304348,774.5652173913044,154.91304347826087,1482.7391304347825,0.0,Overstock,Markdown / Clear,0.0,0.0,145.13652173913042,0.0,481.0
17107D,FLOWER FAIRY 5 DRAWER LINERS,59,150.45,2.55,17,234,188,18,3.4705882352941178,24.294117647058826,4.858823529411765,67.32941176470588,0.0,Overstock,Markdown / Clear,0.0,0.0,596.6999999999999,0.0,234.0
17107D,FLOWER FAIRY 5 SUMMER DRAW LINERS,6,15.3,2.55,1,271,48,18,6.0,42.0,8.4,116.4,0.0,Overstock,Markdown / Clear,0.0,0.0,691.05,0.0,271.0
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",105,267.75,2.55,23,209,45,10,4.565217391304348,31.956521739130434,6.391304347826087,52.04347826086956,0.0,Overstock,Markdown / Clear,0.0,0.0,532.9499999999999,0.0,209.0
17109D,FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994,0.9039999999999999,5,315,112,9,12.2,85.39999999999999,17.08,126.88,0.0,Overstock,Markdown / Clear,0.0,0.0,284.76,0.0,315.0
17129F,BLUE GLASS GEMS IN BAG,588,553.8299999999999,1.366372549019608,51,232,189,8,11.529411764705882,80.70588235294117,16.141176470588235,108.37647058823529,1.0,Overstock,Markdown / Clear,0.0,0.0,315.6320588235294,0.002369668246445498,116.0
17136A,BLUE STONES ON WIRE FOR CANDLE,352,29.59,0.10294117647058823,17,227,135,18,20.705882352941178,144.94117647058823,28.988235294117647,401.6941176470589,0.0,Overstock,Markdown / Clear,0.0,0.0,23.36764705882353,0.0,227.0
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,27,11.34,0.42,8,256,42,18,3.375,23.625,4.7250000000000005,65.475,0.0,Overstock,Markdown / Clear,0.0,0.0,107.52,0.0,256.0
17165D,ASS COL LARGE SAND FROG P'WEIGHT,27,28.35,1.05,7,357,147,9,3.857142857142857,27.0,5.4,40.114285714285714,0.0,Overstock,Markdown / Clear,0.0,0.0,374.85,0.0,357.0
17174,ASSTD RASTA KEY-CHAINS,9,3.7800000000000002,0.42,3,386,123,11,3.0,21.0,4.2,37.2,0.0,Overstock,Markdown / Clear,0.0,0.0,162.12,0.0,386.0
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.0,3.75,2,72,96,16,2.0,14.0,2.8000000000000003,34.8,0.0,Overstock,Markdown / Clear,0.0,0.0,270.0,0.0,72.0
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5884,395.61,0.2897435897435897,26,299,89,13,226.30769230769232,1584.1538461538462,316.83076923076925,3258.8307692307694,0.0,Overstock,Markdown / Clear,18.0,0.0,86.63333333333333,0.0,299.0
18094C,WHITE AND BLUE CERAMIC OIL BURNER,192,283.93,1.8864864864864863,37,429,38,16,5.1891891891891895,36.32432432432432,7.264864864864865,90.2918918918919,0.0,Overstock,Markdown / Clear,0.0,0.0,809.3027027027026,0.0,429.0
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,5,12.75,2.55,4,236,84,9,1.25,8.75,1.75,13.0,0.0,Overstock,Markdown / Clear,0.0,0.0,601.8,0.0,236.0
